Time,Magnet_145_31_x,Magnet_145_31_y,Magnet_145_31_z,Magnet_149_x,Magnet_149_y,Magnet_149_z,Magnet_154_x,Magnet_154_y,Magnet_154_z,Magnet_157_x,Magnet_157_y,Magnet_157_z,Magnet_158_x,Magnet_158_y,Magnet_158_z,Magnet_159_x,Magnet_159_y,Magnet_159_z,Magnet_161_x,Magnet_161_y,Magnet_161_z,Magnet_165_10_x,Magnet_165_10_y,Magnet_165_10_z,Magnet_165_3_x,Magnet_165_3_y,Magnet_165_3_z,Magnet_165_7_x,Magnet_165_7_y,Magnet_165_7_z,Magnet_169_x,Magnet_169_y,Magnet_169_z,Magnet_181_1_x,Magnet_181_1_y,Magnet_181_1_z,Magnet_187_x,Magnet_187_y,Magnet_187_z,Maj3_Out_x,Maj3_Out_y,Maj3_Out_z,Magnet_145_18_x,Magnet_145_18_y,Magnet_145_18_z,Magnet_148_x,Magnet_148_y,Magnet_148_z,Magnet_155_x,Magnet_155_y,Magnet_155_z,Magnet_165_5_x,Magnet_165_5_y,Magnet_165_5_z,Magnet_166_0_x,Magnet_166_0_y,Magnet_166_0_z,Magnet_166_1_x,Magnet_166_1_y,Magnet_166_1_z,Magnet_167_0_x,Magnet_167_0_y,Magnet_167_0_z,Magnet_167_1_x,Magnet_167_1_y,Magnet_167_1_z,Magnet_171_x,Magnet_171_y,Magnet_171_z,Magnet_181_0_x,Magnet_181_0_y,Magnet_181_0_z,Magnet_186_x,Magnet_186_y,Magnet_186_z,Magnet_188_x,Magnet_188_y,Magnet_188_z,Sum_x,Sum_y,Sum_z,Magnet_145_15_x,Magnet_145_15_y,Magnet_145_15_z,Magnet_145_19_x,Magnet_145_19_y,Magnet_145_19_z,Magnet_145_37_x,Magnet_145_37_y,Magnet_145_37_z,Magnet_145_4_x,Magnet_145_4_y,Magnet_145_4_z,Magnet_145_6_x,Magnet_145_6_y,Magnet_145_6_z,Magnet_165_0_x,Magnet_165_0_y,Magnet_165_0_z,Magnet_165_12_x,Magnet_165_12_y,Magnet_165_12_z,Magnet_165_1_x,Magnet_165_1_y,Magnet_165_1_z,Magnet_165_9_x,Magnet_165_9_y,Magnet_165_9_z,Magnet_170_x,Magnet_170_y,Magnet_170_z,Maj1_Out_x,Maj1_Out_y,Maj1_Out_z,Magnet_145_33_x,Magnet_145_33_y,Magnet_145_33_z,Magnet_145_35_x,Magnet_145_35_y,Magnet_145_35_z,Magnet_145_8_x,Magnet_145_8_y,Magnet_145_8_z,Magnet_145_9_x,Magnet_145_9_y,Magnet_145_9_z,Magnet_147_x,Magnet_147_y,Magnet_147_z,Magnet_165_11_x,Magnet_165_11_y,Magnet_165_11_z,Magnet_165_2_x,Magnet_165_2_y,Magnet_165_2_z,Magnet_165_8_x,Magnet_165_8_y,Magnet_165_8_z,Magnet_168_x,Magnet_168_y,Magnet_168_z,Maj2_Out_x,Maj2_Out_y,Maj2_Out_z,Input_A_1_x,Input_A_1_y,Input_A_1_z,InputA_x,InputA_y,InputA_z,Input_B_1_x,Input_B_1_y,Input_B_1_z,Input_Cin_x,Input_Cin_y,Input_Cin_z,Magnet_189_x,Magnet_189_y,Magnet_189_z,
10.2,0.999285,0.0378133,0.000243272,0.999979,0.006518,-7.70547e-05,0.998746,0.0500733,0.000140405,0.999014,0.044395,-0.000139174,0.99981,-0.0194838,4.75681e-05,0.999486,-0.0320481,-0.000110323,0.9999,-0.0141065,6.57215e-05,0.998743,0.0501168,-0.000203193,0.999404,0.0345203,-5.37832e-05,0.999755,-0.0221527,1.52326e-06,0.999576,-0.0291132,0.000303667,0.998482,-0.055078,0.00013155,0.999969,0.00792095,-3.93395e-05,0.999999,0.00108896,-1.08081e-05,0.999637,0.0269591,0.00012578,0.999103,0.0423376,0.000427221,0.999386,0.0350406,1.25522e-05,0.999997,-0.00224761,2.71484e-05,0.999682,-0.0252025,-6.94474e-05,0.999898,-0.0143162,8.39918e-06,0.999582,-0.028899,-0.000150443,0.99992,-0.0126681,-1.1361e-07,0.999972,0.00744077,0.000133473,0.999909,-0.0134915,4.18601e-05,0.999997,0.00239671,2.72674e-05,0.999996,-0.00293081,-3.63357e-05,0.999959,-0.00903515,9.47338e-06,0.0498822,0.99875,0.00313377,0.626073,-0.779757,-0.00338425,0.375809,-0.926673,-0.0067172,0.0172581,0.999847,0.00291154,0.0660482,0.997805,0.00472591,0.394462,0.918903,0.00405088,0.345392,-0.93845,-0.00411145,0.168832,-0.985619,-0.00713426,0.271725,0.962356,0.00599987,0.289253,-0.957242,-0.00450669,0.100572,0.994909,0.00648163,-0.0339275,-0.999424,4.31763e-05,-0.0273007,-0.999627,0.00115417,0.103149,-0.994661,-0.00308493,0.28151,0.959555,0.00258828,0.108822,-0.994061,-0.000169448,0.326006,0.945368,0.000138996,0.0333404,0.99944,0.00271929,0.424266,0.905536,0.00159166,0.581473,0.813555,-0.00420854,0.262067,-0.965048,-0.00163081,0.291371,-0.95661,-0.000797257,0.23494,-0.97201,-0.000586523,-0.0338442,0.999426,0.00156039,0.0839035,0.996474,-0.000677063,-0.0673991,0.997726,0.000440176,
10.3,0.99922,0.0394803,0.000113141,0.999979,0.00652423,-1.86841e-05,0.998637,0.0521875,0.000165315,0.998943,0.0459668,-2.9779e-05,0.999792,-0.0203949,0.000162338,0.999461,-0.0328138,0.000189944,0.999896,-0.0144115,4.69357e-05,0.998565,0.0535586,-0.000381227,0.999386,0.0350412,-0.000184274,0.999764,-0.0217109,0.000234456,0.999552,-0.0299427,-0.00025433,0.998443,-0.0557863,3.7329e-05,0.999967,0.00809446,-6.25362e-06,0.999999,0.00124419,-1.47367e-05,0.999682,0.0252231,0.000418895,0.999148,0.0412723,0.000172086,0.999389,0.0349623,2.50351e-05,0.999998,-0.00221794,2.5064e-05,0.999715,-0.0238819,-0.000235733,0.999901,-0.0140954,-3.88004e-05,0.999605,-0.0281071,-3.53089e-05,0.999921,-0.0125592,-2.25341e-05,0.999975,0.00709116,9.67591e-05,0.99991,-0.0134255,-3.25334e-06,0.999997,0.00241315,3.94436e-06,0.999996,-0.00290738,-3.61921e-05,0.999959,-0.00901846,1.39932e-05,0.0834611,0.996502,0.00420099,0.670206,-0.742135,-0.00767461,0.422118,-0.906533,-0.00391541,0.0502699,0.998728,0.00400849,0.126369,0.991976,0.00372206,0.461076,0.887338,0.00634191,0.433574,-0.90109,-0.00711347,0.2279,-0.973682,-0.00224734,0.325563,0.945516,0.00286478,0.339003,-0.940778,-0.00357201,0.155117,0.987891,0.00320902,-0.0367186,-0.999325,-0.00105099,-0.0287441,-0.999587,-2.15309e-05,0.116572,-0.993182,0.00030876,0.288438,0.957497,-0.00141681,0.109793,-0.993953,0.00172875,0.352205,0.935921,0.00165086,0.0534059,0.998572,-0.00102301,0.450208,0.892923,-0.00132154,0.598159,0.801334,0.00830145,0.260512,-0.96547,-0.000427581,0.288856,-0.957372,-0.00132441,0.232491,-0.972598,-0.00129527,-0.0326086,0.999468,-0.000380384,0.0875273,0.996161,-0.00125898,-0.0504383,0.998727,-0.000970356,
10.4,0.999159,0.0409982,6.60982e-05,0.99998,0.00632033,4.78201e-05,0.998528,0.0542309,4.61297e-05,0.998875,0.0474188,-3.98527e-05,0.999767,-0.0215644,0.000122573,0.99944,-0.0334521,9.89794e-05,0.999892,-0.0146993,4.08154e-05,0.998362,0.0572083,-0.000322376,0.999367,0.0355801,-8.80073e-05,0.999746,-0.0225184,-0.000110919,0.999534,-0.0305206,0.000132125,0.998327,-0.0578232,-1.16434e-05,0.999966,0.00822429,1.72134e-05,0.999999,0.00138549,-2.16252e-05,0.999746,0.0225285,0.000208208,0.999226,0.0393248,0.000237496,0.999394,0.0348079,3.05498e-05,0.999998,-0.00219525,1.49652e-05,0.999733,-0.0231042,-0.000274061,0.999904,-0.013885,-3.33745e-05,0.99963,-0.0272112,-0.00023604,0.999923,-0.0123965,-3.47025e-05,0.999977,0.00676147,0.000119399,0.999911,-0.0133139,-3.54437e-05,0.999997,0.00245123,5.95806e-06,0.999996,-0.00288525,-3.07929e-05,0.999959,-0.00901157,9.1805e-06,0.117098,0.993111,0.0042353,0.723433,-0.690381,-0.0042745,0.475256,-0.879839,-0.00388858,0.0832107,0.996523,0.00412795,0.178933,0.983834,0.00734846,0.504712,0.863262,0.00672158,0.479893,-0.87729,-0.00805178,0.282485,-0.959252,-0.00619152,0.376214,0.926514,0.00590842,0.378544,-0.925565,-0.00581116,0.207396,0.978242,0.00543136,-0.0399386,-0.999202,-0.00101684,-0.0311995,-0.999513,-0.000501716,0.130351,-0.991467,-0.00129379,0.297438,0.954741,3.22485e-05,0.113579,-0.993529,0.00088071,0.356542,0.934277,0.0022108,0.0700442,0.997542,0.00189291,0.457247,0.889333,0.00360561,0.626507,0.779416,0.00012099,0.261936,-0.965085,-0.000393649,0.287412,-0.957807,-0.000718137,0.230707,-0.973023,-0.00083757,-0.029789,0.999556,-0.000325436,0.0904251,0.995903,-0.00073331,-0.038337,0.999265,0.000830334,
10.5,0.999082,0.0428395,4.08499e-06,0.999981,0.00610242,8.03394e-05,0.998425,0.0561093,-0.000109906,0.998807,0.0488421,-0.000127813,0.999741,-0.0227739,5.97672e-05,0.999399,-0.0346728,1.1437e-05,0.999887,-0.0150028,4.56166e-05,0.998072,0.0620587,-0.000420607,0.999315,0.0370125,-4.33221e-05,0.999726,-0.0233932,0.000101201,0.999499,-0.0316641,-6.73528e-05,0.998259,-0.0589784,0.00010063,0.999965,0.00837602,2.80019e-05,0.999999,0.00161742,-2.07084e-05,0.999787,0.020642,0.000406902,0.99929,0.0376689,0.00043489,0.999401,0.03461,2.39232e-05,0.999998,-0.0021477,1.33981e-05,0.999767,-0.0215658,-0.000208954,0.999907,-0.0136588,-6.72506e-06,0.999647,-0.0265528,-0.000209606,0.999924,-0.0122923,-1.40713e-05,0.99998,0.00632376,6.61879e-05,0.999913,-0.0131685,-3.08129e-05,0.999997,0.00244771,2.78289e-05,0.999996,-0.00286894,-2.3156e-05,0.99996,-0.00899654,1.10862e-05,0.151357,0.988471,0.00396972,0.7625,-0.646946,-0.00741301,0.521597,-0.853173,-0.00569818,0.117028,0.993121,0.00387086,0.225047,0.974329,0.00611326,0.567681,0.823229,0.00568578,0.557834,-0.829928,-0.00636637,0.325089,-0.945666,-0.00578983,0.418706,0.908105,0.00550418,0.419756,-0.90763,-0.00359714,0.252455,0.967596,0.00495913,-0.0413742,-0.999144,-0.000264133,-0.0331227,-0.999451,-0.000460672,0.137539,-0.990495,-0.00153855,0.298537,0.954397,0.0010947,0.111969,-0.993712,-0.000564266,0.376845,0.926276,0.00108086,0.0770715,0.997024,0.00174781,0.46527,0.885169,0.000369525,0.640128,0.768252,0.00497455,0.260491,-0.965476,-0.00058248,0.287586,-0.957755,6.68344e-05,0.230499,-0.973073,-4.48689e-05,-0.0301385,0.999546,0.000326281,0.091116,0.99584,0.000188968,-0.0302777,0.999541,0.00065508,
10.6,0.999005,0.0445867,-0.000191137,0.999983,0.00589328,6.62911e-05,0.998322,0.057908,-0.000204133,0.998734,0.0503013,-0.000191122,0.999705,-0.024272,2.73527e-05,0.999357,-0.0358519,6.58448e-05,0.999883,-0.0153148,4.12218e-05,0.997779,0.0666168,-0.000442559,0.999274,0.0380849,-0.000160236,0.999718,-0.0237635,5.17402e-06,0.999484,-0.0321337,-5.85952e-07,0.998154,-0.0607314,5.61004e-05,0.999963,0.00859279,3.39456e-05,0.999998,0.00184684,-2.90059e-05,0.999843,0.0177133,0.000325044,0.999353,0.0359751,0.000340926,0.999409,0.034382,1.95747e-05,0.999998,-0.00210404,1.19742e-05,0.999792,-0.0203796,-0.00028273,0.999909,-0.0134804,-1.38407e-05,0.999675,-0.0254756,-0.000138451,0.999926,-0.0121684,-8.12327e-06,0.999983,0.00574873,7.32231e-05,0.999915,-0.0130736,-2.18724e-05,0.999997,0.00240965,3.89275e-05,0.999996,-0.00283608,-2.47378e-05,0.99996,-0.00897402,1.05698e-05,0.186171,0.982511,0.00351966,0.812307,-0.583198,-0.0060447,0.56692,-0.823758,-0.0049326,0.151417,0.988464,0.00349307,0.282612,0.959225,0.00423019,0.617391,0.786622,0.00734114,0.612067,-0.790751,-0.00928107,0.379384,-0.92523,-0.00401668,0.470594,0.88234,0.00423348,0.466288,-0.884623,-0.0043328,0.305833,0.952077,0.00386321,-0.0418879,-0.999122,0.00025121,-0.0347119,-0.999397,-0.000376716,0.149356,-0.988783,-0.000778044,0.302213,0.95324,0.000523059,0.110142,-0.993916,-0.000212168,0.387079,0.922045,0.00191903,0.0931081,0.995656,0.000525802,0.481857,0.876248,0.00169279,0.67284,0.739781,0.00315861,0.259888,-0.965639,0.000273819,0.288649,-0.957435,0.000420824,0.231335,-0.972874,0.000420558,-0.0308894,0.999523,5.72943e-05,0.0910335,0.995848,0.000564096,-0.0171837,0.999852,0.000250846,
10.7,0.998936,0.0461134,-0.000274448,0.999984,0.0056041,5.38317e-05,0.998208,0.0598344,-0.000184814,0.998655,0.0518442,-0.000196276,0.999666,-0.0258429,4.66937e-05,0.999317,-0.036962,9.98356e-05,0.999878,-0.0156196,3.26699e-05,0.997333,0.0729839,-0.000470021,0.999224,0.039388,-8.57507e-05,0.999689,-0.024942,3.38882e-06,0.999435,-0.0336223,2.76955e-05,0.998066,-0.062161,0.000123547,0.999961,0.00884484,3.29335e-05,0.999998,0.00214178,-3.30485e-05,0.999883,0.0152832,0.00036607,0.999428,0.0338192,0.000322496,0.999418,0.0341119,2.28166e-05,0.999998,-0.00205672,1.47094e-05,0.999826,-0.0186281,-0.000270599,0.999913,-0.0131976,-2.24499e-05,0.999701,-0.0244549,-0.000245806,0.999928,-0.0120197,-2.5387e-05,0.999986,0.00521282,8.66615e-05,0.999916,-0.0129876,-1.69786e-05,0.999997,0.00236355,3.3389e-05,0.999996,-0.00279437,-3.09955e-05,0.99996,-0.00895982,1.10885e-05,0.221639,0.975124,0.00311505,0.849007,-0.528343,-0.00638045,0.616057,-0.787686,-0.00490688,0.186556,0.982439,0.00314332,0.337231,0.941404,0.00586021,0.677348,0.735631,0.00680404,0.681533,-0.731746,-0.00778123,0.429388,-0.9031,-0.00592611,0.51897,0.854771,0.00609365,0.505807,-0.862633,-0.00482047,0.35623,0.934382,0.00544892,-0.0417956,-0.999126,0.000476745,-0.0362484,-0.999343,-0.000153384,0.160097,-0.9871,-0.00147099,0.306193,0.951969,0.000544176,0.111013,-0.993819,8.76172e-05,0.40449,0.914542,0.00116695,0.106383,0.994324,0.00166689,0.487981,0.872852,0.00210094,0.686436,0.727183,0.00304312,0.261526,-0.965196,0.00056923,0.28958,-0.957154,0.00027628,0.232251,-0.972656,0.000410437,-0.0302773,0.999542,-0.000184555,0.0908028,0.995869,0.000443912,-0.00606346,0.999981,0.00122517,
10.8,0.998848,0.047977,-0.000192673,0.999986,0.00525572,5.4366e-05,0.998069,0.0621195,-0.000117098,0.998567,0.053508,-0.000171018,0.999619,-0.0275974,8.88002e-05,0.999274,-0.0380863,0.000148779,0.999873,-0.0159437,3.06738e-05,0.996851,0.0792922,-0.000628653,0.999147,0.0413044,-0.000170192,0.999674,-0.0255247,0.000131602,0.999407,-0.0344371,-2.79573e-05,0.99795,-0.0640061,7.36771e-05,0.999959,0.00908505,2.85924e-05,0.999997,0.00246062,-4.39945e-05,0.999925,0.0122412,0.000424626,0.999496,0.031755,0.000402058,0.999429,0.0337938,2.96813e-05,0.999998,-0.00200607,1.69397e-05,0.999856,-0.01699,-0.000327283,0.999917,-0.0129062,-2.80672e-05,0.999725,-0.0234336,-0.000216477,0.99993,-0.0118482,-2.40909e-05,0.999989,0.00458613,8.27503e-05,0.999917,-0.0129019,-1.71018e-05,0.999997,0.00233795,2.5569e-05,0.999996,-0.00275155,-3.01062e-05,0.99996,-0.00893905,1.25014e-05,0.257445,0.966288,0.00309577,0.888294,-0.459217,-0.0073385,0.661515,-0.74991,-0.0057176,0.222072,0.975025,0.00309012,0.388284,0.921523,0.00551007,0.729569,0.68386,0.00806475,0.737798,-0.674956,-0.00938937,0.476151,-0.879348,-0.00516162,0.565059,0.825032,0.00546293,0.549449,-0.835516,-0.00432972,0.403521,0.914956,0.00516679,-0.0417409,-0.999128,0.000397349,-0.0373086,-0.999304,0.000115323,0.169535,-0.985523,-0.00116564,0.310047,0.950721,0.000158911,0.111046,-0.993815,-0.000292491,0.416766,0.909012,0.00170498,0.117526,0.993069,0.00120428,0.501909,0.86492,0.000801263,0.713821,0.700313,0.00453119,0.261995,-0.965069,5.49079e-05,0.289835,-0.957077,-3.29838e-05,0.232665,-0.972557,0.000148555,-0.0300626,0.999548,-2.98904e-05,0.0913583,0.995818,0.000134628,0.00318225,0.999994,0.00113119,
10.9,0.998734,0.0503044,-0.000155591,0.999989,0.00478262,5.44478e-05,0.997904,0.064714,-0.000103254,0.99847,0.0553022,-0.000151221,0.999566,-0.0294445,0.00011232,0.999233,-0.0391639,0.000123848,0.999868,-0.0162476,3.27005e-05,0.996178,0.087346,-0.000693963,0.999078,0.0429249,-0.000198121,0.999651,-0.0264154,3.14128e-05,0.999361,-0.0357571,6.43529e-05,0.997828,-0.06587,8.70701e-05,0.999957,0.0093118,2.21233e-05,0.999996,0.00284151,-4.78766e-05,0.999957,0.0092486,0.000338322,0.999567,0.0294154,0.000378044,0.999441,0.0334331,3.57676e-05,0.999998,-0.00195164,1.69009e-05,0.99989,-0.0147939,-0.000371755,0.999921,-0.0125382,-3.14687e-05,0.999756,-0.0221015,-0.000233384,0.999932,-0.0116393,-2.31942e-05,0.999992,0.00393499,9.80357e-05,0.999918,-0.0128138,-1.54745e-05,0.999997,0.00230456,2.43756e-05,0.999996,-0.00270294,-3.02196e-05,0.99996,-0.00891927,1.13254e-05,0.292796,0.956169,0.00328945,0.920502,-0.390693,-0.00599766,0.707223,-0.70697,-0.00539243,0.257476,0.966279,0.00323333,0.444354,0.895836,0.00527525,0.788796,0.614591,0.0089114,0.801117,-0.59843,-0.0096335,0.527377,-0.849616,-0.00519018,0.615653,0.787997,0.00572461,0.590454,-0.807055,-0.00517545,0.454714,0.890624,0.00491569,-0.0419435,-0.99912,0.000132101,-0.0382253,-0.999269,0.000229205,0.181184,-0.983449,-0.00109626,0.315109,0.949056,0.000322859,0.110147,-0.993915,-0.00023203,0.43208,0.901834,0.00160347,0.131958,0.991255,0.00112815,0.512802,0.858505,0.00202808,0.734149,0.678983,0.00276105,0.261255,-0.96527,-9.97173e-05,0.28966,-0.95713,-0.000194879,0.232576,-0.972578,-8.04447e-05,-0.0303255,0.99954,-7.17732e-05,0.0922883,0.995732,-7.95664e-05,0.014803,0.99989,0.000846382,
11,0.998606,0.0527752,-0.000194938,0.999991,0.00420757,7.80071e-05,0.997721,0.0674718,-0.000157899,0.998362,0.05721,-0.000154238,0.999509,-0.0313374,0.000125697,0.999178,-0.0405382,8.63668e-05,0.999863,-0.0165351,3.22046e-05,0.995356,0.0962587,-0.000846637,0.998963,0.0455291,-0.000186409,0.999622,-0.0274791,8.8218e-05,0.999308,-0.0371913,4.36065e-05,0.997686,-0.067996,0.000115541,0.999955,0.00953662,1.85804e-05,0.999994,0.0033196,-5.32277e-05,0.999978,0.00659046,0.000332951,0.99964,0.0268431,0.000429372,0.999454,0.0330332,3.99106e-05,0.999998,-0.00188781,1.70819e-05,0.999923,-0.0124122,-0.000421005,0.999926,-0.012127,-3.75553e-05,0.999783,-0.0208272,-0.000276803,0.999935,-0.0114314,-2.72781e-05,0.999995,0.00322802,8.51833e-05,0.999919,-0.0127256,-1.44019e-05,0.999997,0.00226314,2.74366e-05,0.999996,-0.00265773,-3.24352e-05,0.99996,-0.00889625,1.14703e-05,0.32774,0.944762,0.00348812,0.944236,-0.329217,-0.00585329,0.752355,-0.658731,-0.00600286,0.292777,0.956175,0.00342527,0.497834,0.867249,0.00628481,0.843457,0.537107,0.00978695,0.854228,-0.519805,-0.00988937,0.574065,-0.818789,-0.00580879,0.66232,0.749194,0.00647417,0.631406,-0.775438,-0.00461775,0.503428,0.86402,0.00546925,-0.0423956,-0.999101,-7.24433e-05,-0.0391754,-0.999232,0.000277069,0.19118,-0.981554,-0.0014351,0.318321,0.947983,0.000673875,0.110289,-0.9939,6.47622e-05,0.444572,0.895742,0.00144833,0.14383,0.989601,0.00139774,0.523435,0.852064,0.00131961,0.750999,0.660295,0.00322327,0.26118,-0.96529,5.9629e-05,0.289476,-0.957185,-0.000166622,0.232302,-0.972644,-0.000142693,-0.0300778,0.999548,-0.000201914,0.0931509,0.995652,-7.63245e-05,0.0256363,0.999671,0.000937094,
11.1,0.998463,0.0554259,-0.000212749,0.999994,0.00355802,9.80853e-05,0.997526,0.070301,-0.000240067,0.998246,0.0592083,-0.000176162,0.999443,-0.0333713,0.000120023,0.999122,-0.0418934,0.000132652,0.999859,-0.0167783,2.27022e-05,0.994266,0.106929,-0.000979886,0.998839,0.0481813,-0.000306836,0.999594,-0.0284938,6.71408e-05,0.999253,-0.0386374,5.70695e-05,0.997533,-0.0702039,0.000133776,0.999952,0.00978342,1.88828e-05,0.999992,0.00388722,-6.31794e-05,0.999992,0.00392869,0.000271198,0.999708,0.0241584,0.000432682,0.999469,0.0325937,4.28257e-05,0.999998,-0.00181558,1.64922e-05,0.999957,-0.00928097,-0.000566187,0.999933,-0.0115783,-5.56825e-05,0.999814,-0.019274,-0.000270539,0.999938,-0.0111727,-2.81068e-05,0.999997,0.00245095,9.80422e-05,0.99992,-0.0126301,-1.62328e-05,0.999998,0.00220256,3.08268e-05,0.999997,-0.00259471,-3.31172e-05,0.999961,-0.00886937,1.0721e-05,0.362446,0.931998,0.00361022,0.963207,-0.268716,-0.00491747,0.79531,-0.606172,-0.00607715,0.32802,0.944664,0.00358058,0.551668,0.834041,0.00613933,0.900114,0.435471,0.0126687,0.904407,-0.426527,-0.0111169,0.62201,-0.78299,-0.00546212,0.711419,0.70274,0.00629483,0.672844,-0.739767,-0.0051879,0.552439,0.833537,0.0051696,-0.0428571,-0.999081,-0.000110456,-0.0401593,-0.999193,0.000250845,0.201599,-0.979467,-0.00114374,0.321926,0.946765,0.000369216,0.11068,-0.993856,-1.23491e-05,0.457465,0.889227,0.00142677,0.156689,0.987647,0.00115028,0.535641,0.844444,0.00174939,0.768482,0.639865,0.00281085,0.261352,-0.965244,2.27102e-05,0.289493,-0.95718,-5.75219e-05,0.232127,-0.972685,-7.32347e-05,-0.0297732,0.999557,-0.000103525,0.0937553,0.995595,2.12157e-05,0.0367164,0.999325,0.000726466,
11.2,0.998292,0.0584285,-0.000239493,0.999996,0.00276851,0.000113484,0.997312,0.0732725,-0.000271661,0.99812,0.0612941,-0.000202471,0.999373,-0.035401,0.000106419,0.999069,-0.0431334,0.000136988,0.999857,-0.0169204,7.93492e-06,0.992834,0.119496,-0.00118368,0.998663,0.0516919,-0.000299758,0.999558,-0.0297431,0.000101334,0.999187,-0.0403259,0.0001064,0.997362,-0.0725895,0.000145733,0.99995,0.0100457,2.01217e-05,0.999989,0.00460391,-7.30102e-05,0.999998,0.00194218,0.00016548,0.999775,0.0211935,0.000470841,0.999484,0.0321082,4.52919e-05,0.999999,-0.00172834,1.66837e-05,0.999988,-0.0048964,-0.000779981,0.999942,-0.0107845,-8.4779e-05,0.999845,-0.017608,-0.000327509,0.999941,-0.0108856,-3.46606e-05,0.999999,0.00169064,9.88933e-05,0.999922,-0.0124991,-2.13748e-05,0.999998,0.0021292,3.20162e-05,0.999997,-0.00252044,-3.51929e-05,0.999961,-0.00884136,1.08142e-05,0.397057,0.917787,0.00359201,0.974609,-0.223888,-0.0033193,0.837051,-0.547086,-0.00650886,0.363439,0.931611,0.00363462,0.606889,0.794758,0.00671996,0.955435,0.29473,0.0167001,0.94583,-0.324475,-0.0110215,0.668279,-0.743886,-0.00600127,0.759137,0.650889,0.0073202,0.711932,-0.702229,-0.0051732,0.601498,0.798854,0.00568224,-0.0430364,-0.999074,-4.04534e-05,-0.0412441,-0.999149,0.000209734,0.212549,-0.97715,-0.00126739,0.326223,0.945293,0.000360796,0.110415,-0.993886,-0.000124659,0.468497,0.883464,0.00116578,0.16909,0.9856,0.00127243,0.546069,0.837739,0.0015436,0.780074,0.625685,0.00153849,0.261106,-0.96531,-1.97837e-05,0.289658,-0.95713,6.61977e-06,0.232134,-0.972684,2.3529e-05,-0.0298906,0.999553,1.13214e-05,0.0940449,0.995568,9.23745e-05,0.0482504,0.998835,0.000777461,
11.3,0.998095,0.0616923,-0.00029435,0.999998,0.00180845,0.000116109,0.99706,0.0766249,-0.000256316,0.997983,0.0634874,-0.000221992,0.999297,-0.0374857,0.000111006,0.999013,-0.0444224,0.000110522,0.999858,-0.0168295,-1.85745e-05,0.991019,0.133714,-0.00133667,0.998436,0.0559071,-0.000445606,0.999521,-0.0309565,0.000101716,0.9991,-0.0424083,0.000116539,0.997177,-0.0750862,0.00015469,0.999947,0.0103362,2.33714e-05,0.999985,0.00545978,-8.61668e-05,1,0.00033691,0.000132269,0.999837,0.0180693,0.000484624,0.999502,0.0315689,4.80108e-05,0.999999,-0.00163155,1.65247e-05,0.999998,0.00176267,-0.00120588,0.999954,-0.00954144,-0.000141186,0.999877,-0.0156731,-0.000342544,0.999944,-0.0105443,-3.68325e-05,1,0.000842959,0.000104686,0.999924,-0.0122914,-3.01298e-05,0.999998,0.00204666,3.36089e-05,0.999997,-0.00242647,-3.56629e-05,0.999961,-0.00880991,1.08591e-05,0.431832,0.901947,0.0035711,0.98188,-0.189486,-0.00276626,0.875488,-0.483194,-0.00662438,0.399223,0.916846,0.00365862,0.661551,0.749867,0.00707069,0.995985,0.0860668,0.0246178,0.975462,-0.219883,-0.0112445,0.713611,-0.700517,-0.00596469,0.807257,0.590152,0.00756373,0.751474,-0.65974,-0.00541709,0.648573,0.761131,0.00574925,-0.0430114,-0.999075,3.31073e-05,-0.042366,-0.999102,0.000156452,0.222744,-0.974876,-0.00127181,0.329941,0.944001,0.00041365,0.110229,-0.993906,-2.97544e-05,0.476309,0.879278,0.000805049,0.181328,0.983422,0.00116867,0.558161,0.829731,0.00163537,0.786963,0.616999,0.00140354,0.26098,-0.965344,6.95029e-05,0.28979,-0.95709,4.30187e-06,0.232241,-0.972658,7.27954e-05,-0.0300077,0.99955,-6.61709e-06,0.0942307,0.99555,0.000100016,0.0593633,0.998236,0.000800932,
