Time,A_x,A_y,A_z,B_x,B_y,B_z,C_x,C_y,C_z,Magnet_21_x,Magnet_21_y,Magnet_21_z,Magnet_22_x,Magnet_22_y,Magnet_22_z,Magnet_23_x,Magnet_23_y,Magnet_23_z,Magnet_24_x,Magnet_24_y,Magnet_24_z,Magnet_28_x,Magnet_28_y,Magnet_28_z,Magnet_29_x,Magnet_29_y,Magnet_29_z,Magnet_30_x,Magnet_30_y,Magnet_30_z,Magnet_31_x,Magnet_31_y,Magnet_31_z,Magnet_32_x,Magnet_32_y,Magnet_32_z,out_x,out_y,out_z,
18.9274,-0.000849417,-1,-5.83068e-06,0.00558997,-0.999984,0.000100206,-0.00488247,0.999988,3.87632e-06,-0.0195559,-0.999809,2.76322e-05,0.163283,-0.986579,0.000954807,0.0109952,0.99994,3.52209e-05,0.0345124,0.999404,-0.000302224,0.577304,0.816515,-0.00482417,0.759797,-0.650118,0.00744391,0.977046,0.212718,-0.0114845,0.99996,-0.00896757,0.000427021,0.999979,0.00646936,9.20275e-05,1,0.000828602,-6.22828e-06,
18.9375,-0.000848948,-1,-6.06232e-06,0.0055003,-0.999985,8.22142e-05,-0.00488272,0.999988,3.70184e-06,-0.0195781,-0.999808,3.41678e-05,0.16245,-0.986716,0.000890577,0.0110299,0.999939,4.07685e-05,0.0342441,0.999413,-0.000263085,0.573345,0.819301,-0.00462177,0.755077,-0.655599,0.00691767,0.974457,0.224257,-0.0119025,0.999956,-0.0093247,0.000452131,0.999979,0.00641021,9.55188e-05,1,0.000810894,-4.68641e-06,
18.9476,-0.000848272,-1,-6.23223e-06,0.00542524,-0.999985,7.33329e-05,-0.00488319,0.999988,3.46634e-06,-0.0196052,-0.999808,3.78099e-05,0.161665,-0.986845,0.000853755,0.0110692,0.999939,4.48331e-05,0.0340045,0.999422,-0.000244138,0.569501,0.821978,-0.0044967,0.750608,-0.660714,0.00662306,0.971655,0.236091,-0.0121375,0.999953,-0.00969749,0.000465479,0.99998,0.00634813,9.73681e-05,1,0.000791961,-3.85184e-06,
18.9577,-0.000847466,-1,-6.30969e-06,0.00535414,-0.999986,7.4292e-05,-0.00488392,0.999988,3.22718e-06,-0.0196342,-0.999807,3.82696e-05,0.1609,-0.98697,0.000846761,0.0111114,0.999938,4.65397e-05,0.0337723,0.99943,-0.000246234,0.565708,0.824594,-0.00445985,0.746218,-0.665669,0.00658333,0.968677,0.248026,-0.0121953,0.999949,-0.0100754,0.000466983,0.99998,0.00628506,9.75614e-05,1,0.000772588,-3.74421e-06,
18.9678,-0.000846631,-1,-6.2774e-06,0.00527648,-0.999986,8.42587e-05,-0.0048849,0.999988,3.05243e-06,-0.0196621,-0.999807,3.5707e-05,0.160125,-0.987096,0.000869353,0.0111538,0.999938,4.54144e-05,0.0335269,0.999438,-0.000267384,0.561894,0.827197,-0.00451367,0.741726,-0.670669,0.00678839,0.965564,0.259883,-0.012094,0.999945,-0.0104481,0.000457611,0.999981,0.00622287,9.62428e-05,1,0.000753538,-4.30871e-06,
18.9779,-0.000845882,-1,-6.13725e-06,0.00518348,-0.999987,0.000101094,-0.00488602,0.999988,3.00107e-06,-0.019686,-0.999806,3.07024e-05,0.159314,-0.987228,0.000918888,0.0111939,0.999937,4.15544e-05,0.033251,0.999447,-0.000303417,0.55799,0.829835,-0.00465132,0.736964,-0.675894,0.00719657,0.962363,0.271508,-0.0118633,0.999942,-0.0108067,0.000439311,0.999981,0.00616316,9.37029e-05,1,0.000735471,-5.4212e-06,
18.988,-0.000845321,-1,-5.9119e-06,0.00506926,-0.999987,0.000121844,-0.00488714,0.999988,3.10393e-06,-0.0197043,-0.999806,2.41511e-05,0.158441,-0.987368,0.000990592,0.0112291,0.999937,3.56588e-05,0.0329327,0.999458,-0.000348902,0.553934,0.832547,-0.00485662,0.731802,-0.681473,0.00774053,0.959113,0.282789,-0.0115419,0.999938,-0.0111445,0.000414826,0.999981,0.00610712,9.03482e-05,1,0.000718879,-6.90304e-06,
18.9981,-0.000845017,-1,-5.64135e-06,0.00493143,-0.999988,0.000143345,-0.00488807,0.999988,3.35159e-06,-0.0197158,-0.999806,1.71067e-05,0.157489,-0.98752,0.00107781,0.0112581,0.999937,2.8905e-05,0.0325656,0.99947,-0.000398098,0.549678,0.835361,-0.00510497,0.726165,-0.68747,0.00833626,0.955845,0.293658,-0.0111737,0.999934,-0.0114574,0.000387407,0.999982,0.0060554,8.66532e-05,1,0.000704035,-8.5432e-06,
19.0082,-0.000844994,-1,-5.37506e-06,0.00477095,-0.999989,0.000162803,-0.00488869,0.999988,3.69312e-06,-0.0197207,-0.999806,1.06042e-05,0.156447,-0.987686,0.00117227,0.0112808,0.999936,2.2697e-05,0.0321493,0.999483,-0.000445756,0.545197,0.838291,-0.0053655,0.720038,-0.693877,0.00889423,0.95258,0.304096,-0.0108043,0.999931,-0.0117447,0.000360463,0.999982,0.0060081,8.31042e-05,1,0.000690977,-1.0124e-05,
19.0183,-0.00084522,-1,-5.16133e-06,0.00459142,-0.999989,0.000178219,-0.00488892,0.999988,4.04709e-06,-0.0197199,-0.999806,5.50275e-06,0.155312,-0.987865,0.00126453,0.0112984,0.999936,1.83476e-05,0.0316878,0.999498,-0.000487617,0.540493,0.84133,-0.00560424,0.713474,-0.700619,0.00933126,0.949322,0.31413,-0.0104764,0.999928,-0.0120083,0.000337186,0.999982,0.00596475,8.0141e-05,1,0.000679518,-1.14464e-05,
19.0284,-0.000845619,-1,-5.03669e-06,0.00439811,-0.99999,0.000188569,-0.0048888,0.999988,4.32229e-06,-0.0197152,-0.999806,2.37535e-06,0.154092,-0.988056,0.00134454,0.0113133,0.999936,1.67757e-05,0.0311889,0.999513,-0.00052058,0.535594,0.844455,-0.0057883,0.706583,-0.707565,0.00958186,0.946061,0.323828,-0.0102254,0.999925,-0.0122534,0.000320196,0.999982,0.00592443,7.81059e-05,1,0.000669278,-1.23526e-05,
19.0385,-0.000846087,-1,-5.01811e-06,0.00419681,-0.999991,0.000193737,-0.00488845,0.999988,4.44255e-06,-0.0197086,-0.999806,1.46183e-06,0.152804,-0.988256,0.0014026,0.0113285,0.999936,1.82929e-05,0.0306627,0.99953,-0.000542603,0.530556,0.847629,-0.0058903,0.699522,-0.714547,0.0096075,0.94277,0.33329,-0.0100765,0.999922,-0.0124866,0.000311255,0.999983,0.00588589,7.72058e-05,1,0.000659742,-1.27425e-05,
19.0486,-0.000846512,-1,-5.10004e-06,0.00399299,-0.999992,0.000194241,-0.00488806,0.999988,4.3688e-06,-0.0197023,-0.999806,2.68525e-06,0.151472,-0.98846,0.00143053,0.0113468,0.999936,2.25333e-05,0.0301211,0.999546,-0.000552457,0.525454,0.850802,-0.00589271,0.692467,-0.721388,0.00940247,0.939417,0.342631,-0.0100424,0.999919,-0.012716,0.000311083,0.999983,0.00584775,7.74923e-05,1,0.00065033,-1.2584e-05,
19.0587,-0.000846804,-1,-5.25713e-06,0.0037913,-0.999993,0.000190863,-0.00488784,0.999988,4.11166e-06,-0.0196981,-0.999806,5.7168e-06,0.150131,-0.988665,0.00142293,0.0113705,0.999935,2.85409e-05,0.0295763,0.999562,-0.000549508,0.520373,0.853919,-0.00579109,0.685594,-0.727928,0.00899511,0.935957,0.351969,-0.0101227,0.999916,-0.0129496,0.000319306,0.999983,0.00580865,7.88627e-05,1,0.000640468,-1.19157e-05,
19.0688,-0.000846905,-1,-5.45169e-06,0.00359546,-0.999994,0.000184326,-0.00488798,0.999988,3.73058e-06,-0.0196974,-0.999806,1.00664e-05,0.148816,-0.988864,0.00137844,0.0114005,0.999935,3.49915e-05,0.0290412,0.999578,-0.000533644,0.515399,0.856932,-0.00559582,0.679048,-0.734045,0.00844387,0.932349,0.361414,-0.0103052,0.999913,-0.0131945,0.000334546,0.999983,0.00576747,8.10807e-05,1,0.000629662,-1.08408e-05,
19.0789,-0.000846804,-1,-5.64384e-06,0.00340848,-0.999994,0.000175102,-0.00488856,0.999988,3.3194e-06,-0.0197014,-0.999806,1.51746e-05,0.147561,-0.989052,0.00130062,0.0114363,0.999935,4.04935e-05,0.0285285,0.999593,-0.000505422,0.510604,0.859799,-0.00533159,0.672921,-0.739673,0.00782845,0.928552,0.371053,-0.0105678,0.999909,-0.013456,0.000354644,0.999984,0.0057234,8.38162e-05,1,0.000617563,-9.5119e-06,
19.089,-0.000846527,-1,-5.80128e-06,0.00323299,-0.999995,0.000163433,-0.00488955,0.999988,2.982e-06,-0.0197104,-0.999806,2.04874e-05,0.146396,-0.989225,0.00119818,0.0114763,0.999934,4.38979e-05,0.0280499,0.999606,-0.000466393,0.506035,0.862498,-0.0050346,0.667238,-0.74481,0.00723745,0.924534,0.380945,-0.0108821,0.999906,-0.0137371,0.000376991,0.999984,0.00567607,8.66965e-05,1,0.000604003,-8.10895e-06,
19.0991,-0.000846127,-1,-5.9061e-06,0.0030714,-0.999995,0.000149543,-0.00489084,0.999988,2.80472e-06,-0.0197244,-0.999805,2.55035e-05,0.145339,-0.989381,0.00108438,0.0115178,0.999934,4.45447e-05,0.0276149,0.999619,-0.000419466,0.501703,0.865027,-0.00474751,0.661952,-0.749516,0.00675436,0.920273,0.391115,-0.0112173,0.999901,-0.0140382,0.000398913,0.999984,0.00562556,8.93638e-05,1,0.00058901,-6.81179e-06,
19.1092,-0.000845664,-1,-5.9568e-06,0.00292579,-0.999996,0.000133949,-0.0048922,0.999988,2.83327e-06,-0.0197429,-0.999805,2.9797e-05,0.144394,-0.98952,0.000975558,0.0115579,0.999933,4.23948e-05,0.0272295,0.999629,-0.000369155,0.497586,0.867403,-0.00451303,0.656955,-0.753902,0.00644467,0.91576,0.401559,-0.0115442,0.999897,-0.0143572,0.000418054,0.999984,0.00557233,9.15265e-05,1,0.000572797,-5.7729e-06,
19.1193,-0.000845192,-1,-5.9653e-06,0.00279743,-0.999996,0.000117756,-0.00489343,0.999988,3.06044e-06,-0.0197651,-0.999805,3.30237e-05,0.143546,-0.989643,0.000888849,0.0115941,0.999933,3.80201e-05,0.0268944,0.999638,-0.000321488,0.493623,0.869665,-0.00436692,0.652094,-0.758112,0.00634596,0.910997,0.412243,-0.0118382,0.999892,-0.0146902,0.000432691,0.999985,0.0055171,9.29972e-05,1,0.000555708,-5.09511e-06,
19.1294,-0.00084474,-1,-5.95026e-06,0.00268601,-0.999996,0.000102807,-0.00489432,0.999988,3.42812e-06,-0.0197899,-0.999804,3.49257e-05,0.142766,-0.989756,0.000839389,0.0116248,0.999932,3.24601e-05,0.0266035,0.999646,-0.000283492,0.489729,0.871864,-0.00433188,0.647193,-0.762299,0.00646288,0.905995,0.423115,-0.0120824,0.999887,-0.015032,0.000441929,0.999985,0.00546077,9.37103e-05,1,0.000538165,-4.8186e-06,
19.1395,-0.000844318,-1,-5.92912e-06,0.00258892,-0.999997,9.15605e-05,-0.00489477,0.999988,3.84288e-06,-0.019816,-0.999804,3.5344e-05,0.142012,-0.989865,0.000837567,0.0116497,0.999932,2.69811e-05,0.0263435,0.999653,-0.000262214,0.485803,0.874057,-0.00441342,0.642087,-0.766602,0.00676735,0.900776,0.434111,-0.0122679,0.999882,-0.0153773,0.000445754,0.999985,0.00540422,9.37184e-05,1,0.00052059,-4.91946e-06,
19.1496,-0.000843916,-1,-5.91156e-06,0.00250067,-0.999997,8.67109e-05,-0.0048948,0.999988,4.20066e-06,-0.0198418,-0.999803,3.42428e-05,0.141233,-0.989976,0.000886794,0.0116695,0.999932,2.2794e-05,0.0260942,0.999659,-0.000263407,0.481748,0.876298,-0.00459844,0.636639,-0.771128,0.00720386,0.895361,0.445168,-0.0123942,0.999876,-0.0157212,0.000444939,0.999986,0.00534819,9.31693e-05,1,0.000503346,-5.31907e-06,
19.1597,-0.000843523,-1,-5.89665e-06,0.002413,-0.999997,9.05701e-05,-0.0048945,0.999988,4.41384e-06,-0.0198659,-0.999803,3.17413e-05,0.14038,-0.990097,0.000982328,0.0116865,0.999932,2.07944e-05,0.0258308,0.999666,-0.000290149,0.477486,0.878626,-0.00485707,0.630768,-0.775933,0.0076987,0.889776,0.456226,-0.0124675,0.999871,-0.0160602,0.00044083,0.999986,0.00529322,9.22709e-05,1,0.000486685,-5.90183e-06,
19.1698,-0.000843134,-1,-5.87441e-06,0.00231563,-0.999997,0.000104375,-0.00489409,0.999988,4.43326e-06,-0.019887,-0.999802,2.81374e-05,0.139414,-0.990234,0.00111148,0.0117031,0.999932,2.13799e-05,0.0255272,0.999674,-0.000341688,0.472967,0.881065,-0.00514737,0.624453,-0.781019,0.00817163,0.884042,0.467241,-0.0124982,0.999866,-0.0163923,0.000435047,0.999986,0.00523956,9.12506e-05,1,0.000470722,-6.53728e-06,
19.1799,-0.000842761,-1,-5.83133e-06,0.0021978,-0.999998,0.000127693,-0.00489376,0.999988,4.25953e-06,-0.0199041,-0.999802,2.3908e-05,0.138309,-0.990388,0.00125529,0.011722,0.999931,2.43817e-05,0.02516,0.999683,-0.000412865,0.468184,0.883615,-0.00542211,0.617741,-0.786335,0.00854822,0.878173,0.478179,-0.0124977,0.99986,-0.016717,0.000429173,0.999987,0.00518721,9.03153e-05,1,0.000455438,-7.10279e-06,
19.19,-0.000842433,-1,-5.75771e-06,0.0020503,-0.999998,0.000158117,-0.00489371,0.999988,3.94101e-06,-0.019917,-0.999802,1.96717e-05,0.137062,-0.990561,0.00139141,0.0117454,0.999931,2.91188e-05,0.0247135,0.999694,-0.000494353,0.463168,0.886253,-0.00563664,0.610733,-0.791788,0.00877116,0.872183,0.48902,-0.0124752,0.999855,-0.0170356,0.000424457,0.999987,0.00513595,8.96171e-05,1,0.000440696,-7.50376e-06,
19.2001,-0.000842189,-1,-5.65423e-06,0.00186759,-0.999998,0.000191376,-0.00489405,0.999988,3.55961e-06,-0.0199258,-0.999801,1.61088e-05,0.135693,-0.99075,0.00149782,0.0117744,0.999931,3.45579e-05,0.0241831,0.999707,-0.000573795,0.457988,0.88894,-0.00575629,0.603572,-0.79726,0.00880872,0.86608,0.499751,-0.0124358,0.999849,-0.0173502,0.000421589,0.999987,0.00508544,8.92278e-05,1,0.000426284,-7.68875e-06,
19.2102,-0.000842062,-1,-5.53505e-06,0.0016496,-0.999999,0.000221922,-0.0048948,0.999988,3.20874e-06,-0.0199315,-0.999801,1.38482e-05,0.134241,-0.990947,0.00155665,0.0118091,0.99993,3.95382e-05,0.023578,0.999722,-0.000637747,0.452738,0.891625,-0.00576222,0.596417,-0.802628,0.00865908,0.859869,0.510364,-0.0123784,0.999844,-0.0176633,0.000420577,0.999987,0.00503527,8.91262e-05,1,0.000411966,-7.65756e-06,
19.2203,-0.000842062,-1,-5.42616e-06,0.0014026,-0.999999,0.000243906,-0.00489587,0.999988,2.96958e-06,-0.0199357,-0.999801,1.33405e-05,0.132759,-0.991147,0.00155744,0.011848,0.99993,4.30112e-05,0.0229204,0.999737,-0.000674108,0.44752,0.894256,-0.0056546,0.58942,-0.807784,0.00834978,0.853563,0.520845,-0.0122961,0.999838,-0.017977,0.000420744,0.999988,0.00498515,8.9201e-05,1,0.000397534,-7.46083e-06,
19.2304,-0.000842168,-1,-5.35898e-06,0.00113889,-0.999999,0.000252372,-0.00489711,0.999988,2.892e-06,-0.0199403,-0.999801,1.47478e-05,0.131307,-0.991341,0.00149918,0.0118893,0.999929,4.4246e-05,0.0222437,0.999752,-0.000674582,0.442429,0.896787,-0.00545242,0.582699,-0.81265,0.00793218,0.847177,0.531171,-0.0121778,0.999833,-0.0182926,0.000420853,0.999988,0.00493494,8.92715e-05,1,0.00038286,-7.19023e-06,
19.2405,-0.000842323,-1,-5.36087e-06,0.000875136,-1,0.000244411,-0.00489833,0.999988,2.98475e-06,-0.0199472,-0.999801,1.7879e-05,0.12994,-0.991521,0.00139086,0.0119301,0.999929,4.29603e-05,0.0215868,0.999767,-0.000636651,0.437536,0.899186,-0.00519016,0.576322,-0.817188,0.00747189,0.840738,0.541309,-0.012011,0.999827,-0.0186099,0.000419345,0.999988,0.00488474,8.91249e-05,1,0.000367931,-6.96024e-06,
19.2506,-0.000842446,-1,-5.44548e-06,0.000629619,-1,0.000220016,-0.00489936,0.999988,3.21666e-06,-0.0199579,-0.999801,2.21922e-05,0.1287,-0.991683,0.0012501,0.011968,0.999928,3.93586e-05,0.0209877,0.99978,-0.000564595,0.432878,0.901439,-0.00491157,0.5703,-0.821406,0.00703704,0.834281,0.551214,-0.0117852,0.999821,-0.0189268,0.000414662,0.999988,0.00483491,8.85652e-05,1,0.000352858,-6.88431e-06,
19.2607,-0.000842446,-1,-5.60602e-06,0.000418819,-1,0.00018239,-0.00490009,0.999988,3.52766e-06,-0.0199733,-0.999801,2.68742e-05,0.127607,-0.991824,0.00110033,0.0120009,0.999928,3.40773e-05,0.0204766,0.99979,-0.000469237,0.42845,0.903554,-0.00466191,0.564585,-0.825348,0.00668643,0.827848,0.560834,-0.0114961,0.999815,-0.0192401,0.000405604,0.999989,0.00478603,8.74622e-05,1,0.000337858,-7.0502e-06,
19.2708,-0.000842249,-1,-5.81394e-06,0.00025402,-1,0.000137593,-0.00490048,0.999988,3.84579e-06,-0.0199934,-0.9998,3.09841e-05,0.126658,-0.991946,0.000966773,0.0120276,0.999928,2.8052e-05,0.0200696,0.999799,-0.00036637,0.424207,0.905554,-0.00447995,0.559085,-0.829085,0.00645997,0.821486,0.570119,-0.0111479,0.999809,-0.0195453,0.000391638,0.999989,0.00473875,8.57884e-05,1,0.000323222,-7.50017e-06,
19.2809,-0.000841824,-1,-6.02385e-06,0.000138681,-1,9.35521e-05,-0.00490056,0.999988,4.10519e-06,-0.0200171,-0.9998,3.36367e-05,0.125824,-0.992052,0.00087198,0.0120481,0.999927,2.23386e-05,0.019765,0.999805,-0.000274065,0.420076,0.907478,-0.00439128,0.553683,-0.832703,0.00637304,0.815238,0.579026,-0.010755,0.999803,-0.0198376,0.000373117,0.999989,0.00469372,8.36343e-05,1,0.000309248,-8.22076e-06,
19.291,-0.000841189,-1,-6.18399e-06,6.71862e-05,-1,5.85876e-05,-0.00490043,0.999988,4.26042e-06,-0.0200426,-0.999799,3.41866e-05,0.125057,-0.992149,0.000831811,0.0120634,0.999927,1.79198e-05,0.0195426,0.999809,-0.00020934,0.415967,0.909369,-0.00440414,0.54826,-0.836284,0.0064157,0.809136,0.58753,-0.0103417,0.999798,-0.020113,0.000351317,0.999989,0.0046514,8.11944e-05,1,0.000296186,-9.14458e-06,
19.3011,-0.00084042,-1,-6.24937e-06,2.5361e-05,-1,3.97506e-05,-0.00490021,0.999988,4.2938e-06,-0.0200676,-0.999799,3.23732e-05,0.124297,-0.992245,0.000852495,0.0120753,0.999927,1.55315e-05,0.0193666,0.999812,-0.000184825,0.411792,0.911267,-0.00450853,0.542712,-0.839893,0.0065566,0.803197,0.595631,-0.0099398,0.999792,-0.0203688,0.000328303,0.999989,0.00461198,7.873e-05,1,0.000284189,-1.01632e-05,
19.3112,-0.000839633,-1,-6.19427e-06,-7.24733e-06,-1,4.1314e-05,-0.00490004,0.999988,4.2151e-06,-0.0200897,-0.999798,2.83919e-05,0.123486,-0.992346,0.000929437,0.0120864,0.999927,1.55365e-05,0.0191917,0.999816,-0.000206115,0.407477,0.913204,-0.00467867,0.536976,-0.843571,0.00675042,0.797413,0.603358,-0.0095841,0.999788,-0.0206047,0.000306608,0.99999,0.00457534,7.65169e-05,1,0.000273276,-1.11478e-05,
19.3213,-0.00083896,-1,-6.02048e-06,-5.36752e-05,-1,6.37546e-05,-0.0049,0.999988,4.0547e-06,-0.0201069,-0.999798,2.28736e-05,0.122573,-0.992459,0.00104799,0.0120991,0.999927,1.78644e-05,0.0189712,0.99982,-0.000270369,0.402978,0.915197,-0.0048783,0.531026,-0.847327,0.00694752,0.791756,0.610767,-0.00930758,0.999783,-0.0208227,0.000288805,0.99999,0.00454102,7.47935e-05,1,0.000263333,-1.19725e-05,
19.3314,-0.000838517,-1,-5.75867e-06,-0.000135134,-1,0.000103469,-0.00490016,0.999988,3.85328e-06,-0.020118,-0.999798,1.67735e-05,0.121528,-0.992587,0.00118614,0.0121157,0.999927,2.20271e-05,0.0186657,0.999826,-0.000366534,0.398288,0.917247,-0.0050677,0.524884,-0.851144,0.00710356,0.786172,0.61794,-0.00913605,0.999779,-0.0210271,0.000277042,0.99999,0.00450836,7.37201e-05,1,0.000254126,-1.25357e-05,
19.3415,-0.000838374,-1,-5.46241e-06,-0.000266765,-1,0.000153323,-0.00490054,0.999988,3.65143e-06,-0.0201231,-0.999798,1.11902e-05,0.120345,-0.992731,0.00131849,0.0121374,0.999926,2.72054e-05,0.0182511,0.999833,-0.0004772,0.393431,0.919339,-0.00521125,0.518605,-0.854984,0.00718746,0.780595,0.624971,-0.00908375,0.999775,-0.0212241,0.000272642,0.99999,0.00447656,7.33577e-05,1,0.000245341,-1.27761e-05,
19.3516,-0.000838537,-1,-5.19605e-06,-0.000454443,-1,0.00020395,-0.0049011,0.999988,3.4818e-06,-0.0201231,-0.999798,7.15185e-06,0.119041,-0.992888,0.00142106,0.0121648,0.999926,3.23948e-05,0.0177232,0.999843,-0.00058179,0.388464,0.921449,-0.00528384,0.512265,-0.858797,0.00718633,0.774948,0.631959,-0.00915053,0.999771,-0.0214205,0.000275847,0.99999,0.00444481,7.36671e-05,1,0.000236629,-1.2681e-05,
19.3617,-0.000838943,-1,-5.01941e-06,-0.000693332,-1,0.000245565,-0.0049018,0.999988,3.36542e-06,-0.0201201,-0.999798,5.41374e-06,0.117658,-0.993053,0.00147566,0.0121972,0.999926,3.65855e-05,0.0170992,0.999854,-0.000660492,0.383458,0.923543,-0.00527516,0.505942,-0.862538,0.00710641,0.769156,0.638993,-0.00932129,0.999766,-0.0216229,0.000285772,0.99999,0.00441244,7.45234e-05,1,0.000227661,-1.22884e-05,
19.3718,-0.000839473,-1,-4.9734e-06,-0.00096856,-0.999999,0.000269927,-0.00490259,0.999988,3.31174e-06,-0.0201166,-0.999798,6.30819e-06,0.11625,-0.993219,0.00147339,0.0122328,0.999925,3.89474e-05,0.0164147,0.999865,-0.000698165,0.378488,0.925592,-0.00519106,0.499701,-0.86617,0.00697017,0.763157,0.646142,-0.00956758,0.999762,-0.0218364,0.000300542,0.99999,0.00437891,7.57397e-05,1,0.000218174,-1.16801e-05,
19.3819,-0.000839979,-1,-5.07001e-06,-0.00125794,-0.999999,0.000272038,-0.00490338,0.999988,3.32125e-06,-0.0201153,-0.999798,9.67733e-06,0.114874,-0.993379,0.00141619,0.0122694,0.999925,3.89871e-05,0.0157171,0.999876,-0.000687418,0.373615,0.92757,-0.00505171,0.493582,-0.869673,0.00681029,0.75691,0.653445,-0.00985128,0.999757,-0.0220644,0.000317618,0.999991,0.00434398,7.70934e-05,1,0.000208008,-1.09699e-05,
19.392,-0.000840315,-1,-5.28934e-06,-0.00153622,-0.999999,0.000251239,-0.00490414,0.999988,3.38853e-06,-0.0201185,-0.999798,1.4901e-05,0.11358,-0.993528,0.00131648,0.0123045,0.999924,3.66485e-05,0.0150564,0.999886,-0.000630227,0.368878,0.929465,-0.004887,0.487589,-0.873048,0.00666192,0.750398,0.660908,-0.0101297,0.999751,-0.0223075,0.000334205,0.999991,0.00430761,7.83534e-05,1,0.000197132,-1.02853e-05,
19.4021,-0.000840375,-1,-5.58434e-06,-0.0017801,-0.999998,0.000211433,-0.0049048,0.999988,3.50439e-06,-0.0201276,-0.999797,2.10136e-05,0.1124,-0.993662,0.00119466,0.0123357,0.999924,3.23334e-05,0.0144756,0.999895,-0.000537705,0.364285,0.931276,-0.00473028,0.481697,-0.876313,0.00655484,0.743637,0.668503,-0.0103615,0.999745,-0.0225638,0.000347693,0.999991,0.00427005,7.93074e-05,1,0.000185643,-9.74749e-06,
19.4122,-0.00084011,-1,-5.8919e-06,-0.00197288,-0.999998,0.000160383,-0.00490534,0.999988,3.65621e-06,-0.020143,-0.999797,2.68852e-05,0.111345,-0.993781,0.0010751,0.0123614,0.999924,2.68368e-05,0.0140021,0.999902,-0.000428042,0.359813,0.933013,-0.00461153,0.475857,-0.879498,0.00650729,0.736667,0.676174,-0.0105121,0.999739,-0.0228295,0.000356031,0.999991,0.00423176,7.97875e-05,1,0.000173752,-9.44989e-06,
19.4223,-0.000839543,-1,-6.14735e-06,-0.00210793,-0.999998,0.000108208,-0.00490571,0.999988,3.82711e-06,-0.0201638,-0.999797,3.14325e-05,0.110399,-0.993887,0.000981361,0.012381,0.999923,2.12017e-05,0.0136421,0.999907,-0.000322972,0.355417,0.934697,-0.00455159,0.470009,-0.882638,0.00652257,0.729552,0.683844,-0.0105585,0.999733,-0.0230993,0.000357994,0.999991,0.00419333,7.96945e-05,1,0.000161746,-9.44256e-06,
19.4324,-0.000838758,-1,-6.29893e-06,-0.00219014,-0.999998,6.53672e-05,-0.00490591,0.999988,3.99516e-06,-0.0201883,-0.999796,3.38182e-05,0.109525,-0.993984,0.000931517,0.0123951,0.999923,1.65195e-05,0.0133791,0.99991,-0.000243463,0.351036,0.936351,-0.00455834,0.464095,-0.885761,0.00658905,0.72237,0.691427,-0.0104916,0.999727,-0.0233673,0.000353307,0.999991,0.00415544,7.90152e-05,1,0.00014993,-9.724e-06,
19.4425,-0.000837884,-1,-6.31859e-06,-0.00223503,-0.999998,4.05409e-05,-0.00490595,0.999988,4.13414e-06,-0.020214,-0.999796,3.36033e-05,0.108673,-0.994077,0.000934657,0.0124053,0.999923,1.3711e-05,0.0131773,0.999913,-0.000205488,0.346608,0.937999,-0.00462569,0.458077,-0.888887,0.00668342,0.7152,0.698843,-0.0103178,0.999721,-0.023628,0.000342624,0.999992,0.00411872,7.78257e-05,1,0.000138581,-1.0244e-05,
19.4526,-0.000837062,-1,-6.2069e-06,-0.00226575,-0.999997,3.88439e-05,-0.00490588,0.999988,4.21684e-06,-0.0202381,-0.999795,3.08233e-05,0.10779,-0.994173,0.000989134,0.0124141,0.999923,1.3334e-05,0.0129886,0.999916,-0.000216752,0.342086,0.939657,-0.00473546,0.451941,-0.892022,0.0067763,0.708118,0.706023,-0.0100564,0.999715,-0.0238768,0.000327371,0.999992,0.00408365,7.62795e-05,1,0.000127896,-1.09166e-05,
19.4627,-0.000836419,-1,-5.99124e-06,-0.00230843,-0.999997,6.07432e-05,-0.00490574,0.999988,4.22076e-06,-0.0202582,-0.999795,2.59771e-05,0.106829,-0.994277,0.00108301,0.0124242,0.999923,1.54567e-05,0.0127619,0.999919,-0.000275048,0.33744,0.941335,-0.00486152,0.445701,-0.895156,0.00683895,0.701179,0.712919,-0.00973701,0.999709,-0.0241108,0.000309487,0.999992,0.00405053,7.45768e-05,1,0.000117969,-1.164e-05,
19.4728,-0.000836038,-1,-5.71841e-06,-0.00238691,-0.999997,0.000101913,-0.00490565,0.999988,4.13505e-06,-0.0202726,-0.999794,1.9931e-05,0.10576,-0.994391,0.00119657,0.0124379,0.999923,1.96285e-05,0.0124541,0.999922,-0.000368621,0.332669,0.943031,-0.00497545,0.439397,-0.898267,0.00684961,0.694419,0.71951,-0.00939429,0.999704,-0.024329,0.000291115,0.999992,0.00401939,7.29236e-05,1,0.000108785,-1.23183e-05,
19.4829,-0.000835947,-1,-5.44346e-06,-0.00251787,-0.999997,0.000154072,-0.00490568,0.999988,3.96627e-06,-0.0202806,-0.999794,1.3756e-05,0.104574,-0.994516,0.00130637,0.0124571,0.999922,2.49605e-05,0.0120381,0.999927,-0.000478492,0.327798,0.944734,-0.00505236,0.433086,-0.901327,0.00679813,0.687845,0.725801,-0.00906309,0.999699,-0.0245322,0.000274267,0.999992,0.00399004,7.14897e-05,1,0.000100244,-1.28788e-05,
