Time,A_x,A_y,A_z,B_x,B_y,B_z,C_x,C_y,C_z,Magnet_21_x,Magnet_21_y,Magnet_21_z,Magnet_22_x,Magnet_22_y,Magnet_22_z,Magnet_23_x,Magnet_23_y,Magnet_23_z,Magnet_24_x,Magnet_24_y,Magnet_24_z,Magnet_28_x,Magnet_28_y,Magnet_28_z,Magnet_29_x,Magnet_29_y,Magnet_29_z,Magnet_30_x,Magnet_30_y,Magnet_30_z,Magnet_31_x,Magnet_31_y,Magnet_31_z,Magnet_32_x,Magnet_32_y,Magnet_32_z,out_x,out_y,out_z,
3.9693,-0.0148971,-0.999889,-7.96367e-06,0.200725,-0.979648,2.54524e-05,-0.0186786,0.999826,-4.48383e-06,0.999339,-0.0362945,0.00183,0.997975,-0.0636124,-0.000110818,0.990785,0.13544,0.00089041,0.997984,0.0634621,0.000224069,0.302493,0.953152,-0.00054856,0.185464,0.982649,-0.00198297,0.272452,-0.962158,0.00470832,0.575948,0.81745,-0.00767985,0.629861,-0.776661,0.00856565,0.684201,0.729218,-0.0104724,
3.9794,-0.0148997,-0.999889,1.88866e-07,0.200657,-0.979661,2.24186e-05,-0.0186787,0.999826,-4.04776e-06,0.999275,-0.0380483,0.00120325,0.99798,-0.0635223,-6.36478e-05,0.990927,0.134399,0.000869771,0.998001,0.0631966,0.000202944,0.301835,0.95336,-0.000617675,0.183502,0.983017,-0.00192056,0.268411,-0.963296,0.00408352,0.56998,0.821633,-0.00652015,0.623654,-0.781667,0.0072173,0.677312,0.735644,-0.00878131,
3.9895,-0.0149072,-0.999889,7.34119e-06,0.200603,-0.979673,5.78996e-06,-0.0186784,0.999826,-3.61979e-06,0.999241,-0.038949,0.000399808,0.997984,-0.0634683,-4.66171e-05,0.991064,0.133383,0.000847795,0.998017,0.0629474,0.000199985,0.301139,0.95358,-0.000632109,0.181697,0.983353,-0.00165864,0.265111,-0.964213,0.00315162,0.564972,0.825093,-0.00537275,0.618414,-0.785829,0.0060449,0.671542,0.740931,-0.0072465,
3.9996,-0.014917,-0.999889,1.20711e-05,0.200574,-0.979678,-2.03103e-05,-0.0186778,0.999826,-3.29684e-06,0.999244,-0.038865,-0.00045681,0.997988,-0.0634077,-6.91642e-05,0.991197,0.132393,0.000825425,0.998033,0.0626946,0.000211489,0.300472,0.95379,-0.000576833,0.180241,0.983622,-0.00122132,0.262789,-0.964851,0.00204301,0.560851,0.827905,-0.00438812,0.613968,-0.789314,0.00514264,0.666756,0.745252,-0.00598315,
4.0097,-0.0149259,-0.999889,1.38165e-05,0.200578,-0.979678,-4.98458e-05,-0.0186771,0.999826,-3.13687e-06,0.999284,-0.037813,-0.00123958,0.997995,-0.0632923,-0.000131946,0.991325,0.131427,0.000802815,0.99805,0.0624252,0.00023056,0.29991,0.953967,-0.00044749,0.179286,0.983797,-0.000665065,0.261538,-0.965193,0.000919143,0.557427,0.830218,-0.00368094,0.610079,-0.792328,0.00456822,0.662736,0.748836,-0.00508389,
4.0198,-0.0149313,-0.999889,1.28737e-05,0.200615,-0.97967,-7.63912e-05,-0.0186764,0.999826,-3.14356e-06,0.999352,-0.0359508,-0.00183662,0.998008,-0.0630795,-0.000225812,0.99145,0.130488,0.000779484,0.998068,0.062135,0.000249615,0.299522,0.954089,-0.000253661,0.178917,0.983864,-7.11957e-05,0.261293,-0.96526,-5.39264e-05,0.554432,0.832222,-0.00331529,0.606478,-0.795089,0.00434179,0.659197,0.751956,-0.00461007,
4.0299,-0.0149318,-0.999889,1.01529e-05,0.200676,-0.979658,-9.46405e-05,-0.0186759,0.999826,-3.26806e-06,0.999435,-0.0335491,-0.00216728,0.99803,-0.0627438,-0.000333279,0.991569,0.129576,0.00075474,0.998087,0.0618281,0.000262699,0.299361,0.95414,-1.95341e-05,0.179126,0.983826,0.000466947,0.261837,-0.965112,-0.000733166,0.551568,0.834123,-0.00330036,0.602891,-0.797811,0.00444912,0.655818,0.754905,-0.00458605,
4.04,-0.0149277,-0.999889,6.80009e-06,0.200752,-0.979642,-0.000101529,-0.0186757,0.999826,-3.42665e-06,0.999519,-0.0309485,-0.00219327,0.998058,-0.062284,-0.000432215,0.991684,0.128692,0.000728262,0.998106,0.0615133,0.000266932,0.299445,0.954113,0.000218659,0.179816,0.9837,0.000860059,0.262837,-0.96484,-0.00102206,0.548551,0.836109,-0.00359629,0.599067,-0.800684,0.00484731,0.652266,0.757974,-0.00499698,
4.0501,-0.0149205,-0.999889,3.81795e-06,0.200828,-0.979627,-9.67191e-05,-0.0186758,0.999826,-3.52861e-06,0.999592,-0.0285056,-0.0019233,0.998093,-0.0617258,-0.000500866,0.991795,0.12784,0.00070064,0.998125,0.0612002,0.000262795,0.299754,0.954017,0.000418364,0.180803,0.983519,0.00103909,0.263898,-0.96455,-0.00088557,0.545149,0.838329,-0.00412731,0.594797,-0.803857,0.00547183,0.648233,0.76142,-0.00579016,
4.0602,-0.0149125,-0.999889,1.79811e-06,0.200892,-0.979613,-8.23945e-05,-0.0186761,0.999826,-3.50585e-06,0.999647,-0.0265391,-0.00141042,0.99813,-0.0611178,-0.000522991,0.9919,0.127018,0.000673679,0.998144,0.0608956,0.00025331,0.300221,0.953869,0.000538697,0.181851,0.983326,0.000968415,0.264625,-0.964351,-0.000354137,0.541206,0.840877,-0.00479838,0.589926,-0.807433,0.00624398,0.643455,0.765453,-0.00687959,
4.0703,-0.0149062,-0.999889,8.2922e-07,0.200935,-0.979605,-6.24657e-05,-0.0186764,0.999826,-3.33519e-06,0.99968,-0.0252828,-0.000742834,0.998167,-0.0605216,-0.000491826,0.992001,0.126226,0.000650328,0.998162,0.0606016,0.000242553,0.300748,0.953704,0.000549135,0.182705,0.983168,0.000653217,0.264682,-0.964336,0.000483508,0.536647,0.843789,-0.00551177,0.584365,-0.81146,0.0070783,0.637739,0.770209,-0.00815322,
4.0804,-0.014903,-0.999889,5.82872e-07,0.200955,-0.979601,-4.14624e-05,-0.0186765,0.999826,-3.04671e-06,0.999691,-0.0248523,-2.94341e-05,0.998198,-0.0599988,-0.000411881,0.992099,0.125456,0.000634169,0.998179,0.0603156,0.000234073,0.301211,0.953557,0.000436983,0.183137,0.983087,0.000139592,0.263841,-0.964565,0.00149669,0.531478,0.84705,-0.00618057,0.578093,-0.815933,0.00788969,0.63098,0.775741,-0.00948224,
4.0905,-0.0149035,-0.999889,5.26705e-07,0.200951,-0.979601,-2.34205e-05,-0.0186764,0.999826,-2.71579e-06,0.999681,-0.0252312,0.000617563,0.998222,-0.0595977,-0.000298104,0.992194,0.124699,0.000628561,0.998196,0.0600324,0.000229739,0.301492,0.953469,0.00021179,0.182981,0.983116,-0.000492827,0.262013,-0.965061,0.00253496,0.525768,0.850601,-0.00673763,0.571155,-0.820797,0.00860013,0.623168,0.782014,-0.010732,
4.1006,-0.0149068,-0.999889,1.80922e-07,0.20093,-0.979606,-1.10516e-05,-0.0186758,0.999826,-2.44107e-06,0.999654,-0.0262778,0.00110017,0.998238,-0.059343,-0.000172614,0.99229,0.12394,0.000635614,0.998214,0.0597468,0.000229358,0.301491,0.953469,-9.45374e-05,0.182165,0.983267,-0.00114433,0.259248,-0.965805,0.00345196,0.519633,0.85436,-0.00713941,0.563657,-0.825959,0.0091448,0.614397,0.788909,-0.0117742,
4.1107,-0.0149115,-0.999889,-6.71082e-07,0.200898,-0.979612,-5.37501e-06,-0.018675,0.999826,-2.31463e-06,0.999614,-0.0277516,0.00134966,0.998244,-0.0592302,-5.98006e-05,0.992386,0.123165,0.000655274,0.998231,0.0594558,0.000231082,0.301154,0.953575,-0.000432305,0.180719,0.983533,-0.00171219,0.255727,-0.96674,0.0041271,0.513214,0.858229,-0.00736545,0.55575,-0.831295,0.00947722,0.604856,0.796237,-0.0124991,
4.1208,-0.0149157,-0.999889,-1.88689e-06,0.200864,-0.979619,-5.84416e-06,-0.018674,0.999826,-2.39313e-06,0.999568,-0.0293549,0.00133667,0.998245,-0.0592271,1.90032e-05,0.992486,0.122359,0.000684785,0.998248,0.0591602,0.000232372,0.300484,0.953787,-0.000742632,0.178775,0.983888,-0.00210825,0.251723,-0.967789,0.00448179,0.50666,0.862114,-0.00741476,0.547622,-0.836671,0.00957288,0.594815,0.80376,-0.012828,
4.1309,-0.0149176,-0.999889,-3.01306e-06,0.200834,-0.979625,-1.08542e-05,-0.018673,0.999826,-2.67811e-06,0.999526,-0.0307816,0.00107486,0.998241,-0.0592815,5.0015e-05,0.992589,0.121515,0.000718756,0.998266,0.0588642,0.000231096,0.299541,0.954083,-0.000968529,0.17654,0.984291,-0.00227373,0.247561,-0.968862,0.00448801,0.500117,0.865927,-0.00730091,0.539474,-0.841949,0.00943094,0.584602,0.81122,-0.0127232,
4.141,-0.0149167,-0.999889,-3.45807e-06,0.200812,-0.97963,-1.84243e-05,-0.0186723,0.999826,-3.11117e-06,0.999495,-0.0317675,0.000617672,0.998238,-0.059332,2.96341e-05,0.992697,0.120631,0.000749891,0.998283,0.058574,0.000226375,0.298439,0.954428,-0.00106626,0.174263,0.984697,-0.00218873,0.243564,-0.969876,0.00416855,0.493713,0.869597,-0.00704727,0.531501,-0.847009,0.00907352,0.574568,0.818366,-0.0121943,
4.1511,-0.0149131,-0.999889,-2.72967e-06,0.2008,-0.979632,-2.68192e-05,-0.018672,0.999826,-3.58595e-06,0.999484,-0.0321312,4.85433e-05,0.998239,-0.0593215,-3.5302e-05,0.992808,0.119716,0.00077031,0.998299,0.0582953,0.000218872,0.297321,0.954777,-0.00101461,0.172193,0.985061,-0.00187469,0.240012,-0.970763,0.00358939,0.487557,0.873066,-0.0066835,0.523874,-0.851753,0.00854276,0.565046,0.824982,-0.0113001,
4.1612,-0.014908,-0.999889,-6.52879e-07,0.200799,-0.979632,-3.49251e-05,-0.0186721,0.999826,-3.97381e-06,0.999494,-0.0318017,-0.000533486,0.998246,-0.0592084,-0.00012955,0.99292,0.118786,0.000773203,0.998315,0.0580313,0.000210475,0.296339,0.955083,-0.000819945,0.170539,0.98535,-0.00138945,0.237104,-0.97148,0.0028464,0.481731,0.876297,-0.00624366,0.516723,-0.856116,0.00789582,0.55631,0.830913,-0.0101424,
4.1713,-0.0149031,-0.999889,2.51063e-06,0.200807,-0.979631,-4.22999e-05,-0.0186726,0.999826,-4.15673e-06,0.999524,-0.0308262,-0.00103058,0.99826,-0.0589737,-0.000233159,0.993029,0.117865,0.000754459,0.998329,0.0577815,0.000203534,0.295621,0.955305,-0.00051582,0.169437,0.985541,-0.000816133,0.234939,-0.972008,0.00204883,0.47629,0.879269,-0.00576531,0.510124,-0.860071,0.00719869,0.54854,0.836078,-0.00885536,
4.1814,-0.0148998,-0.999889,6.08958e-06,0.200824,-0.979627,-4.89362e-05,-0.0186733,0.999826,-4.05881e-06,0.999568,-0.0293586,-0.00136239,0.99828,-0.0586232,-0.000325864,0.993134,0.116979,0.000713885,0.998343,0.0575416,0.000199952,0.29525,0.95542,-0.000156911,0.168929,0.985628,-0.000247899,0.233512,-0.972353,0.00130282,0.471252,0.881983,-0.00528896,0.504098,-0.863622,0.00651943,0.541797,0.840475,-0.00758763,
4.1915,-0.0148992,-0.999889,9.17517e-06,0.200848,-0.979622,-5.4879e-05,-0.0186739,0.999826,-3.66812e-06,0.999617,-0.0276301,-0.00147913,0.998306,-0.0581846,-0.000391165,0.993231,0.116151,0.000655664,0.998357,0.0573054,0.000200481,0.295245,0.955422,0.000191561,0.168963,0.985622,0.000228227,0.232722,-0.972543,0.000697424,0.466604,0.884453,-0.00485669,0.498604,-0.866809,0.00592173,0.536015,0.844183,-0.00648345,
4.2016,-0.0149014,-0.999889,1.08868e-05,0.200877,-0.979616,-5.98796e-05,-0.0186743,0.999826,-3.04295e-06,0.999663,-0.0259079,-0.00136919,0.998334,-0.0576998,-0.000419217,0.993319,0.1154,0.0005879,0.99837,0.057066,0.000204454,0.29556,0.955324,0.000466734,0.169406,0.985546,0.000545562,0.232402,-0.97262,0.000294998,0.46229,0.886717,-0.0045094,0.493552,-0.869699,0.00545935,0.531013,0.847345,-0.00566345,
4.2117,-0.0149055,-0.999889,1.06464e-05,0.200911,-0.97961,-6.32439e-05,-0.0186742,0.999826,-2.30078e-06,0.999701,-0.024448,-0.00106018,0.998362,-0.0572158,-0.000408078,0.993397,0.114728,0.000521242,0.998384,0.0568187,0.000210045,0.296091,0.95516,0.000620567,0.170073,0.985431,0.000667455,0.232338,-0.972635,0.000126606,0.458222,0.888827,-0.00428257,0.488808,-0.872376,0.00517174,0.526519,0.850147,-0.00520937,
4.2218,-0.0149101,-0.999889,8.37164e-06,0.200945,-0.979602,-6.39548e-05,-0.0186736,0.999826,-1.59227e-06,0.999725,-0.0234518,-0.000613116,0.998387,-0.056775,-0.000363226,0.993466,0.114129,0.000466863,0.998399,0.0565619,0.000214925,0.296699,0.954971,0.000629149,0.170756,0.985313,0.000591014,0.232308,-0.972642,0.000192179,0.454282,0.890848,-0.00420131,0.484211,-0.874937,0.00508086,0.52221,0.852802,-0.00515469,
4.2319,-0.0149137,-0.999889,4.52536e-06,0.200978,-0.979596,-6.10353e-05,-0.0186726,0.999826,-1.06679e-06,0.999735,-0.023033,-0.000110982,0.998408,-0.0564082,-0.000295686,0.993529,0.113582,0.000434164,0.998414,0.0562971,0.000217079,0.297237,0.954804,0.000496866,0.171262,0.985225,0.000344696,0.232102,-0.972691,0.000464422,0.450334,0.89285,-0.00427561,0.479586,-0.877479,0.00518944,0.517751,0.855514,-0.00548236,
4.242,-0.014915,-0.999889,3.38187e-09,0.201005,-0.97959,-5.4023e-05,-0.0186712,0.999826,-8.37563e-07,0.999731,-0.0232002,0.000356384,0.998423,-0.0561302,-0.000219328,0.993588,0.113057,0.000428736,0.998429,0.0560287,0.000215468,0.297578,0.954698,0.000254639,0.171444,0.985194,-1.92665e-05,0.231551,-0.972822,0.000895172,0.44624,0.894902,-0.0044972,0.474765,-0.880096,0.0054805,0.512843,0.858461,-0.00612923,
4.2521,-0.0149135,-0.999889,-4.10348e-06,0.201021,-0.979587,-4.3373e-05,-0.0186697,0.999826,-9.54897e-07,0.999715,-0.023859,0.000708317,0.998434,-0.0559387,-0.000148004,0.993649,0.11252,0.000451011,0.998444,0.0557622,0.000210321,0.297634,0.95468,-4.72258e-05,0.171213,0.985234,-0.000435723,0.230536,-0.973063,0.00142293,0.441875,0.897064,-0.00483896,0.469599,-0.88286,0.00591828,0.507253,0.861769,-0.00699628,
4.2622,-0.0149095,-0.999889,-6.80182e-06,0.201023,-0.979586,-3.06133e-05,-0.0186684,0.999826,-1.39375e-06,0.999691,-0.0248321,0.000887427,0.998441,-0.0558172,-9.3097e-05,0.993715,0.111941,0.000495971,0.998459,0.055502,0.000202966,0.297379,0.954759,-0.000349887,0.170554,0.985348,-0.000838484,0.229,-0.973424,0.00198055,0.437147,0.899375,-0.00525735,0.463978,-0.885823,0.00645093,0.500841,0.865503,-0.00796252,
4.2723,-0.0149041,-0.999889,-7.45667e-06,0.201012,-0.979589,-1.81546e-05,-0.0186674,0.999826,-2.05844e-06,0.999664,-0.0258937,0.000869251,0.998445,-0.0557393,-6.18779e-05,0.993787,0.111299,0.000553985,0.998472,0.0552509,0.0001953,0.296841,0.954927,-0.000598079,0.169515,0.985527,-0.001171,0.226951,-0.973903,0.0025025,0.432011,0.901851,-0.00569765,0.45784,-0.889007,0.00701476,0.493573,0.869659,-0.00890079,
4.2824,-0.0148987,-0.999889,-5.94943e-06,0.200989,-0.979594,-8.7656e-06,-0.018667,0.999826,-2.80339e-06,0.99964,-0.0268113,0.000665763,0.998449,-0.0556744,-5.682e-05,0.993867,0.110585,0.000612663,0.998486,0.055009,0.000189092,0.296099,0.955157,-0.000750894,0.168193,0.985753,-0.00139409,0.224451,-0.974481,0.00293113,0.42647,0.904481,-0.00610139,0.451184,-0.892399,0.00754049,0.485521,0.874171,-0.0096935,
4.2925,-0.0148946,-0.999889,-2.69432e-06,0.200959,-0.9796,-4.84359e-06,-0.018667,0.999826,-3.46503e-06,0.999625,-0.0273889,0.000322171,0.998453,-0.0555934,-7.58011e-05,0.993953,0.109806,0.000659341,0.998499,0.0547746,0.000185413,0.295262,0.955416,-0.000788998,0.166715,0.986004,-0.00148982,0.22161,-0.97513,0.00322203,0.420583,0.907232,-0.00641454,0.44407,-0.895957,0.00796086,0.476847,0.878926,-0.0102464,
4.3026,-0.0148929,-0.999889,1.48401e-06,0.200929,-0.979606,-7.69192e-06,-0.0186675,0.999826,-3.89771e-06,0.999622,-0.0275005,-9.2317e-05,0.99846,-0.0554731,-0.000112992,0.994043,0.108983,0.000683671,0.998511,0.0545448,0.000184353,0.294444,0.955668,-0.000716937,0.165214,0.986257,-0.0014612,0.218575,-0.975814,0.00334788,0.414452,0.910047,-0.00659531,0.436616,-0.89961,0.00821916,0.467786,0.883779,-0.0104993,
4.3127,-0.0148938,-0.999889,5.57207e-06,0.200907,-0.97961,-1.70339e-05,-0.0186683,0.999826,-4.00537e-06,0.999632,-0.0271115,-0.000497963,0.99847,-0.0552991,-0.000160164,0.994135,0.108148,0.000679773,0.998524,0.0543172,0.000185127,0.293746,0.955883,-0.000560279,0.163807,0.986491,-0.00132863,0.215506,-0.976497,0.00330092,0.408212,0.912863,-0.00662017,0.428987,-0.903273,0.00827752,0.45861,0.888576,-0.0104318,
4.3228,-0.0148968,-0.999889,8.62593e-06,0.200899,-0.979612,-3.09369e-05,-0.018669,0.999826,-3.76221e-06,0.999654,-0.0262816,-0.000819624,0.998483,-0.0550678,-0.00020818,0.994223,0.107336,0.000647468,0.998536,0.0540902,0.000186485,0.293232,0.956041,-0.00035851,0.162586,0.986694,-0.00112398,0.212563,-0.977142,0.00309342,0.402009,0.915613,-0.00648709,0.421375,-0.90685,0.00812358,0.449595,0.893176,-0.0100645,
4.3329,-0.014901,-0.999889,9.99855e-06,0.200908,-0.97961,-4.62061e-05,-0.0186695,0.999826,-3.2176e-06,0.999683,-0.0251505,-0.00100066,0.998498,-0.0547855,-0.000248457,0.994304,0.106577,0.000592322,0.998548,0.0538636,0.000187234,0.292926,0.956135,-0.000155519,0.1616,0.986856,-0.000883864,0.209884,-0.977722,0.00275617,0.395984,0.918236,-0.00621561,0.413971,-0.910257,0.00777402,0.440984,0.897465,-0.00945441,
4.343,-0.014905,-0.999889,9.48043e-06,0.200933,-0.979605,-5.91643e-05,-0.0186696,0.999826,-2.48453e-06,0.999714,-0.0239085,-0.00101298,0.998516,-0.0544671,-0.000274263,0.994377,0.105894,0.000524484,0.99856,0.0536379,0.00018668,0.292809,0.956171,1.0047e-05,0.160865,0.986976,-0.000643536,0.207572,-0.978217,0.00233476,0.390248,0.920691,-0.00584374,0.406943,-0.913425,0.00727377,0.432959,0.901372,-0.00868642,
4.3531,-0.0149077,-0.999889,7.32289e-06,0.20097,-0.979597,-6.6614e-05,-0.0186692,0.999826,-1.71426e-06,0.999741,-0.0227592,-0.000861465,0.998534,-0.0541333,-0.000281716,0.994441,0.105293,0.000456548,0.998572,0.0534141,0.000184815,0.292828,0.956165,0.000112366,0.16036,0.987058,-0.000432122,0.205681,-0.978617,0.00188397,0.384872,0.922954,-0.00542229,0.400404,-0.916314,0.00669056,0.425621,0.904867,-0.00786088,
4.3632,-0.0149084,-0.999889,4.14496e-06,0.20101,-0.979589,-6.67088e-05,-0.0186683,0.999826,-1.06311e-06,0.99976,-0.0218801,-0.000581921,0.998551,-0.0538065,-0.000270363,0.994497,0.104768,0.000400915,0.998584,0.0531925,0.000182208,0.292916,0.956138,0.000142428,0.160041,0.98711,-0.000269943,0.20421,-0.978926,0.00146088,0.379878,0.925023,-0.00500756,0.3944,-0.918919,0.00610503,0.418978,0.907969,-0.00708038,
4.3733,-0.014907,-0.999889,7.54913e-07,0.201046,-0.979582,-5.94803e-05,-0.018667,0.999826,-6.58716e-07,0.999771,-0.0213901,-0.000233187,0.998567,-0.0535073,-0.00024322,0.994546,0.104297,0.000367191,0.998596,0.0529726,0.000179676,0.293002,0.956112,0.000107815,0.159849,0.987142,-0.000167783,0.203107,-0.979156,0.00111753,0.375233,0.926919,-0.00465346,0.388896,-0.921265,0.00559832,0.412952,0.91073,-0.00643672,
4.3834,-0.0149039,-0.999889,-2.0618e-06,0.201069,-0.979577,-4.6857e-05,-0.0186656,0.999826,-5.73278e-07,0.999773,-0.0213286,0.000114993,0.998581,-0.0532507,-0.000206225,0.994593,0.103849,0.000360214,0.998608,0.0527532,0.000177886,0.293032,0.956103,2.87493e-05,0.159719,0.987163,-0.000127753,0.202273,-0.979329,0.000894198,0.370861,0.928678,-0.00440425,0.383787,-0.923407,0.005239,0.407387,0.913236,-0.00600012,
4.3935,-0.0148999,-0.999889,-3.73041e-06,0.201076,-0.979576,-3.21588e-05,-0.0186642,0.999826,-8.09372e-07,0.999766,-0.0216513,0.00039587,0.998592,-0.0530428,-0.000167113,0.994641,0.103392,0.000379113,0.998619,0.0525329,0.000177062,0.292974,0.95612,-6.83265e-05,0.159592,0.987183,-0.000145139,0.20158,-0.979472,0.000814329,0.366647,0.93035,-0.00428875,0.378911,-0.925419,0.00507211,0.402079,0.915587,-0.00581173,
4.4036,-0.0148961,-0.999889,-4.00349e-06,0.201067,-0.979578,-1.92021e-05,-0.0186631,0.999826,-1.30107e-06,0.999752,-0.0222418,0.000558592,0.998601,-0.0528802,-0.000133875,0.994692,0.102898,0.00041761,0.998631,0.0523108,0.000176906,0.292823,0.956167,-0.000157847,0.159415,0.987212,-0.000210589,0.200887,-0.979614,0.000881889,0.362461,0.931989,-0.00431678,0.374076,-0.927384,0.00511228,0.3968,0.917886,-0.00588012,
4.4137,-0.0148934,-0.999889,-2.98285e-06,0.201046,-0.979582,-1.12676e-05,-0.0186624,0.999826,-1.92976e-06,0.999737,-0.0229378,0.000577593,0.998608,-0.0527505,-0.00011308,0.994748,0.102349,0.000465498,0.998643,0.0520872,0.000176765,0.292595,0.956236,-0.00022115,0.15915,0.987254,-0.00031215,0.200058,-0.979783,0.00108148,0.358172,0.933645,-0.00447821,0.369091,-0.929378,0.00534216,0.391327,0.920231,-0.00618178,
4.4238,-0.0148921,-0.999889,-1.05159e-06,0.201019,-0.979587,-1.02192e-05,-0.0186622,0.999826,-2.55087e-06,0.999722,-0.0235644,0.000456692,0.998614,-0.0526347,-0.000108419,0.994811,0.101742,0.000510954,0.998654,0.0518636,0.000175941,0.292321,0.95632,-0.000250069,0.158769,0.987316,-0.000436837,0.198982,-0.980002,0.00138116,0.353667,0.93536,-0.00474469,0.363797,-0.931461,0.00571632,0.385472,0.922696,-0.00666521,
4.4339,-0.0148924,-0.999889,1.2542e-06,0.200997,-0.979592,-1.60246e-05,-0.0186624,0.999826,-3.02566e-06,0.999713,-0.0239692,0.000227215,0.99862,-0.0525118,-0.000119851,0.994878,0.101086,0.000543167,0.998666,0.0516424,0.00017402,0.292032,0.956409,-0.000247454,0.158259,0.987398,-0.00057168,0.197584,-0.980285,0.00173744,0.348865,0.937159,-0.00507381,0.358086,-0.933668,0.00616967,0.379101,0.925327,-0.00725805,
4.444,-0.0148939,-0.999889,3.39219e-06,0.200984,-0.979594,-2.68054e-05,-0.0186629,0.999826,-3.25108e-06,0.999711,-0.0240519,-5.93143e-05,0.998628,-0.0523634,-0.000143593,0.994947,0.100403,0.000554699,0.998677,0.0514261,0.000171066,0.291752,0.956494,-0.000224784,0.157617,0.9875,-0.000704334,0.195834,-0.980635,0.00210159,0.343731,0.939053,-0.00541537,0.351918,-0.936008,0.0066287,0.37215,0.928139,-0.0078763,
4.4541,-0.0148959,-0.999889,4.9385e-06,0.200986,-0.979594,-3.93967e-05,-0.0186635,0.999826,-3.18138e-06,0.999717,-0.0237817,-0.000342318,0.998638,-0.0521777,-0.000173007,0.995015,0.0997211,0.000543036,0.998688,0.0512163,0.000167602,0.291493,0.956573,-0.000197747,0.156853,0.987622,-0.000823459,0.193752,-0.981048,0.0024263,0.338277,0.941029,-0.00571862,0.345322,-0.938458,0.0070234,0.364636,0.931112,-0.00843488,
4.4642,-0.0148978,-0.999889,5.66272e-06,0.201002,-0.979591,-5.02488e-05,-0.0186639,0.999826,-2.83693e-06,0.999731,-0.0232005,-0.000564756,0.99865,-0.0519527,-0.000200227,0.995081,0.0990668,0.000510997,0.998698,0.0510131,0.00016439,0.291251,0.956647,-0.000181124,0.155983,0.987759,-0.000919048,0.191394,-0.98151,0.00267175,0.332562,0.943063,-0.00593981,0.338391,-0.940977,0.00729786,0.356645,0.934198,-0.00885826,
4.4743,-0.014899,-0.999889,5.54414e-06,0.201029,-0.979585,-5.64103e-05,-0.018664,0.999826,-2.29844e-06,0.999749,-0.0224113,-0.000684567,0.998663,-0.0516964,-0.000218113,0.995141,0.0984609,0.000465916,0.998708,0.0508154,0.000162105,0.291012,0.956719,-0.000184363,0.155036,0.987908,-0.000982863,0.188854,-0.982001,0.00281027,0.326678,0.945116,-0.00604867,0.331257,-0.943511,0.00741788,0.348328,0.937329,-0.00909017,
4.4844,-0.0148994,-0.999889,4.73724e-06,0.201059,-0.979579,-5.63169e-05,-0.0186637,0.999826,-1.68795e-06,0.999767,-0.021554,-0.000682639,0.998677,-0.0514244,-0.000222053,0.995195,0.0979133,0.000417803,0.998718,0.0506206,0.000161049,0.290756,0.956797,-0.000208984,0.154045,0.988063,-0.001009,0.186242,-0.9825,0.00282924,0.320742,0.947148,-0.00603283,0.324077,-0.946002,0.00737451,0.339877,0.940426,-0.00910107,
4.4945,-0.0148988,-0.999889,3.50523e-06,0.201085,-0.979574,-5.01706e-05,-0.018663,0.999826,-1.14081e-06,0.999784,-0.0207755,-0.000565775,0.998691,-0.0511564,-0.000211116,0.995243,0.0974208,0.000376923,0.998728,0.0504262,0.000161026,0.290467,0.956885,-0.000248383,0.153047,0.988218,-0.000994564,0.183672,-0.982984,0.00273176,0.31487,0.949116,-0.00589936,0.317001,-0.948398,0.00718337,0.331499,0.943414,-0.0088923,
4.5046,-0.0148976,-0.999889,2.14445e-06,0.201101,-0.979571,-3.98201e-05,-0.0186619,0.999826,-7.75029e-07,0.999796,-0.020199,-0.000364179,0.998703,-0.0509108,-0.000188258,0.995287,0.0969689,0.000351379,0.998738,0.0502301,0.000161428,0.290138,0.956985,-0.000289965,0.152082,0.988367,-0.000940255,0.181248,-0.983434,0.00253555,0.309166,0.950991,-0.0056731,0.310156,-0.950661,0.00688027,0.323387,0.946228,-0.00849605,
4.5147,-0.0148961,-0.999889,9.19071e-07,0.201103,-0.97957,-2.81947e-05,-0.0186606,0.999826,-6.64788e-07,0.999802,-0.0198994,-0.000124154,0.998714,-0.0507001,-0.000159493,0.995329,0.0965355,0.000345253,0.998748,0.0500316,0.000161506,0.289777,0.957094,-0.000318928,0.151187,0.988505,-0.000850805,0.179051,-0.983837,0.00226998,0.303702,0.952752,-0.00539196,0.303627,-0.952769,0.0065142,0.315693,0.948828,-0.00797084,
4.5248,-0.0148947,-0.999889,1.84703e-08,0.201093,-0.979572,-1.84667e-05,-0.0186594,0.999826,-8.24029e-07,0.999802,-0.0198902,0.000102299,0.998723,-0.0505279,-0.000132275,0.995372,0.0960965,0.000357762,0.998758,0.0498314,0.000160698,0.289405,0.957207,-0.000322615,0.150395,0.988626,-0.000734987,0.177129,-0.984186,0.00197196,0.298509,0.954393,-0.00510015,0.297447,-0.954719,0.00613907,0.308504,0.951194,-0.00739305,
